normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
les fournees de la vie,les fournees de la vie,les fournees de la vie,les fournees de la vie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Gache Vendeenne Les Fournees de la Vie | Brioche tradition | Brioche Chocolat | Brioche Framboise,Les Fournées De La Vie | LES FOURNÉES DE LA VIE | Les Fournées de la Vie | Les Fournées de la Vie
les freres brasseurs,les freres brasseurs,les freres brasseurs,les freres brasseurs,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,TOLOSA BIERE CATHARE | Tarnéa Bière du Tarn | Blanca Bière Blanche | Tolosa Bière Brune,LES FRERES BRASSEURS | LES FRERES BRASSEURS | LES FRERES BRASSEURS | LES FRERES BRASSEURS
les fromages de stephanie,les fromages de stephanie,les fromages de stephanie,les fromages de stephanie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Camembert | Yaourt bio aux fruits | Camembert de Normandie | Lait entier bio pasteurise,Les Fromages de Stéphanie | Les Fromages De Stephanie | Les Fromages de Stéphanie | Les Fromages De Stephanie
les gourmandises de romans,les gourmandises de romans,les gourmandises de romans,les gourmandises de romans,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Pogne de Romans Bio | Nanterre nature bio | Brioche au beurre et aux petites de chocolat | Mouna pur beurre,Les Gourmandises de Romans | Les Gourmandises de Romans | Les Gourmandises de Romans | Les Gourmandises de Romans
les hauts de savoie,les hauts de savoie,les hauts de savoie,les hauts de savoie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Petite tomme | Raclette de Savoie | Reblochon de Savoie AOP | Beurre de Savoie,Les Hauts de Savoie | Les Hauts de Savoie | Les hauts de Savoie | Les Hauts de Savoie
les laitiers des jaux,les laitiers des jaux,les laitiers des jaux,les laitiers des jaux,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Yaourt | Yahourt à la fraise | Yaourt Citron | Yaourt fabriqué en touraine,Les Laitiers Des Jaux | Les Laitiers des Jaux | Les laitiers des Jaux | Les Laitiers des Jaux
les patissades,les patissades,les patissades,les patissades,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,Canada,US_CANADA|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Brioche tranchée aux pepites de chocolat | Brioche tressée | 10 croissants | 12 Briochettes,Les Patissades | LES PÂTISSADES | Les Pâtissades | Les Pâtissades
les ptious vaulxois,les ptious vaulxois,les ptious vaulxois,les ptious vaulxois,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Yaourts nature | Beurre nature | Lait pasteurisé 1/2 écrémé | Lait pasteurisé de chèvre,Les P’tious Vaulxois | Les P’Tious Vaulxois | Les P’Tious Vaulxois | Les P’tious Vaulxois
les purs jus,les purs jus,les purs jus,les purs jus,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,3 fruits - 100 % pur fruit pressé | Jus d'orange | Les purs jus Pomme | Duo clementine Orange,Les Purs Jus | les purs jus | les purs jus | les Purs Jus
les rigobio,les rigobio,les rigobio,les rigobio,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Bonbon Ourson Fruits (abricot, Pêche, Cerise, Pomme) | Sbulizar goûts fruités et acidulés | Sbulicola | Sbulinours goûts fruités","Les rigobio | Les Rigobio, Ushuaïa Junior | Les Rigobio | Les Rigobio"
les saveurs de monin,les saveurs de monin,les saveurs de monin,les saveurs de monin,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Sirop saveur Bubble Gum | Sirop Saveur Spéculoos | Sirop saveur barbe a papa | Sirop de rose,"Les saveurs de Monin, Monin | Les saveurs de Monin, Monin | Les saveurs de monin | Les Saveurs de Monin"
les terrelles,les terrelles,les terrelles,les terrelles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Viognier | sauvignon blanc | Vin | Vin biologique du pays d’ocsans sulfites ajoutés,Les Terrelles | les terrelles | Les Terrelles | Les terrelles
les vergers du bosquet,les vergers du bosquet,les vergers du bosquet,les vergers du bosquet,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Jus de pommes | Jus de pommes | Jus de pommes chantecler | Pomme Kiwi 100% pur jus artisanal,Les Vergers du Bosquet | Les Vergers du Bosquet | Les Vergers du Bosquet | Les Vergers du Bosquet
les vergers launay,les vergers launay,les vergers launay,les vergers launay,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Pur jus de pommes gala | Pur jus de pommes Golden | Pur jus de pommes granny | Pur jus de pomme,Les Vergers Launay | Les Vergers Launay | Les Vergers Launay | Les Vergers Launay
lesserevil llc,lesserevil llc,lesserevil llc,lesserevil llc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Lesserevil, Good Cookie, Dark Chocolate Flax | That's a good cookie | Lesserevil, That's A Good Cookie, Cookies, Quinoa Apple Pie | Lesser Evil, Good Cookie, Trail Mix",Lesserevil Llc | Lesserevil Llc | Lesserevil Llc | Lesserevil Llc
let water be water,let water be water,let water be water,let water be water,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Wat-Aah Body, Pure Spring Water | Wat-Aah! Brain, Vapor Distilled Water! + Electrolytes! | Wat-Aah! Power, Vapor Distilled Water + Magnesium | Wat-Aah! Energy, Vapor Distilled Water! + Oxygen!",Let Water Be Water | Let Water Be Water | Let Water Be Water | Let Water Be Water
leurelienne,leurelienne,leurelienne,leurelienne,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Rousse | L'eurélienne brune | India pale ale | Blonde,L'Eurélienne | L'Eurélienne | L’eurélienne | L'Eurélienne
lfd,lfd,lfd,lfd,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Gache pur beurre | Brioche tressée crème pâtissière | Brioche tressée à la vanille | Natte Marbrée au Chocolat,"LFD | LFD | LFD, Sans marque | LFD, La Fournée Dorée"
liaise llc,liaise llc,liaise llc,liaise llc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Com Kom Companion Kombucha, Local Premium Kombucha, Elderberry | Crisp apple cinnamon | Com Kom, Premium Companion Kombucha, Pomegranate | Com Kom Companion Kombucha, Local Premium Kombucha, Orange Spice",Liaise Llc | Liaise Llc | Liaise Llc | Liaise Llc
libbys,libbys,libbys,libbys,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Zumo piña 100 sabor | Nectar de melocotón | Néctar de mango | Nectar Light Pera Piño,Libby's | Libby's | libby's | libby's
lifeway,lifeway,lifeway,lifeway,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,Mexico,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Lifeway Kefir | Kefir | KEFIR cultured lowfat milk Strawberry | Kefir Cultured Lowfat Milk Blueberry,Lifeway | Lifeway | Lifeway | Lifeway
like air,like air,like air,like air,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Puffcorn | Puffcorn | PUFFCORN CLASSIC | Like Air Puffcorn Classic,Like Air | Like Air | LIKE AIR | Like Air
lindavia,lindavia,lindavia,lindavia,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Birnensaft Naturtrüb | Direktsaft - Traube | Lindavia Rhabarber | Lindavia Cranberry,Lindavia | Lindavia | Lindavia | Lindavia
lindor,lindor,lindor,lindor,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Chocolate Bar | Lindor chocolate | Milk Salted Caramel Chocolate Truffles | Pistachio Milk Chocolate Truffles,Lindor | Lindor | Lindor | Lindor
lindsay,lindsay,lindsay,lindsay,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Manzanilla olives | Spanish Manzanilla Olives Stuffed With Pimiento | Spanish Manzanilla Olives Stuffed With Pimiento | Spanish Manzanilla Olives Stuffed With Pimiento,Lindsay | Lindsay | Lindsay | Lindsay
lindt and sprungli,lindt and sprungli,lindt and sprungli,lindt and sprungli,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Lindor Caramel Truffles | Peppermint White Chocolate | Neapolitan White Chocolate Truffles | Double Chocolate Milk Chocolate Truffles,"Lindt & Sprüngli | Lindt & Sprüngli | Lindt & Sprüngli | Lindt & Sprüngli,Lindor"
linea natura,linea natura,linea natura,linea natura,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Schoko Cookies | Ingwer Cookies | Linea Natura American Cookies Ingwer, 175 GR Packung | Dinkel butter spekulatius",Linea natura | Linea natura | Linea Natura | Linea natura
linessa,linessa,linessa,linessa,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Yaourt nature maigre 0% MG | Gouda Light jeune | Linessa - Yaourt aux fruits 0% - Cerise, Pêche, Mangue, Fraise | Gouda",Linessa | Linessa | Linessa | Linessa
lingot,lingot,lingot,lingot,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Gaufrette goût chocolat | Gaufrette goût caramel | GAUFRETTES FOURRÉES CRÉME AUX NO!SETTES | Golden Wafer (chocolate taste),LINGOT | LINGOT | LINGOT | LINGOT
linwoods,linwoods,linwoods,linwoods,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,cereals,United Kingdom,UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Energy overnight oats | Crunchy seed clusters | Energy Overnight Oats | Cold Milled Flaxseed,Linwoods | Linwoods | Linwoods | Linwoods
liquid remedy,liquid remedy,liquid remedy,liquid remedy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Kombucha Orange Splash | Kombucha Ginger Lemon | Kombucha Raspberry Lemonade | Kombucha Peach Naturally Flavored,Liquid Remedy | Liquid Remedy | Liquid Remedy | Liquid Remedy
littee,littee,littee,littee,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Man Littée | Yaourt an tan lontan | 8 Yaourts Sucrés Aromatisés Recette An Tan Lontan | Yaourt aromatisé vanille,Littée | Littée | Littée | Littée
little duck organics,little duck organics,little duck organics,little duck organics,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Tiny Fruits Freeze Dried Snacks! | Tiny fruits+veggies freeze dried snacks | Tiny fruits + veggies freeze dried snacks! | Tiny fruits freeze dried snacks!,Little Duck Organics | Little Duck Organics | Little Duck Organics | Little Duck Organics
little miracles,little miracles,little miracles,little miracles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,"Green Tea Pomegranate Acai Ginseng Agave | Rooibos Tea Elderberry Ginger Ginseng Agave | Thé vert, grenade, ginseng, açaï, agave",Little Miracles | Little miracles | Little Miracles | little miracles
little pleasures,little pleasures,little pleasures,little pleasures,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,snacks,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,4,Speculoos | Biscuits à la noix de coco | Avoine et raisin | Avoine chocolat,Little Pleasures | Little Pleasures | Little Pleasures | Little Pleasures
